k,ct,n,h,td,D
4,ELECTRICITY,GERMANY,5,9,2.4998106626597547
4,ELECTRICITY,GERMANY,5,10,2.5202887249725308
4,ELECTRICITY,GERMANY,5,11,2.2522881145728917
4,ELECTRICITY,GERMANY,5,12,2.4065042548989766
4,ELECTRICITY,GERMANY,6,1,2.5763190402696665
4,ELECTRICITY,GERMANY,6,2,2.532063500158003
4,ELECTRICITY,GERMANY,6,3,2.592521803642711
4,ELECTRICITY,GERMANY,6,4,2.590893118332332
4,ELECTRICITY,GERMANY,6,5,2.580441649961543
4,ELECTRICITY,GERMANY,6,6,2.5352389939357067
4,ELECTRICITY,GERMANY,6,7,2.535655016813891
4,ELECTRICITY,GERMANY,6,8,2.54280043103563
4,ELECTRICITY,GERMANY,6,9,2.587985383960273
4,ELECTRICITY,GERMANY,6,10,2.6175761176155987
4,ELECTRICITY,GERMANY,6,11,2.279137080429912
4,ELECTRICITY,GERMANY,6,12,2.5482087284521526
4,ELECTRICITY,GERMANY,7,1,2.6951577457357416
4,ELECTRICITY,GERMANY,7,2,2.6419931199453117
4,ELECTRICITY,GERMANY,7,3,2.689614462172571
4,ELECTRICITY,GERMANY,7,4,2.639645246148717
4,ELECTRICITY,GERMANY,7,5,2.64279418527461
4,ELECTRICITY,GERMANY,7,6,2.581833556293361
4,ELECTRICITY,GERMANY,7,7,2.5822075343062068
4,ELECTRICITY,GERMANY,7,8,2.5962814997599963
4,ELECTRICITY,GERMANY,7,9,2.647638196340381
4,ELECTRICITY,GERMANY,7,10,2.66975379551414
4,ELECTRICITY,GERMANY,7,11,2.330186185626964
4,ELECTRICITY,GERMANY,7,12,2.6658037910589485
4,ELECTRICITY,GERMANY,8,1,2.751030946009706
4,ELECTRICITY,GERMANY,8,2,2.677571927581468
4,ELECTRICITY,GERMANY,8,3,2.710249639508504
4,ELECTRICITY,GERMANY,8,4,2.651767444695224
4,ELECTRICITY,GERMANY,8,5,2.663064236148287
4,ELECTRICITY,GERMANY,8,6,2.5944182483587213
4,ELECTRICITY,GERMANY,8,7,2.6047856269988046
4,ELECTRICITY,GERMANY,8,8,2.6199262042998726
4,ELECTRICITY,GERMANY,8,9,2.6704132360338235
4,ELECTRICITY,GERMANY,8,10,2.6828054068736265
4,ELECTRICITY,GERMANY,8,11,2.417851942767996
4,ELECTRICITY,GERMANY,8,12,2.7033786233553627
4,ELECTRICITY,GERMANY,9,1,2.7469525940708195
4,ELECTRICITY,GERMANY,9,2,2.6882933682455388
4,ELECTRICITY,GERMANY,9,3,2.7032126567816164
4,ELECTRICITY,GERMANY,9,4,2.671077102328823
4,ELECTRICITY,GERMANY,9,5,2.679565739354075
4,ELECTRICITY,GERMANY,9,6,2.620592283482509
4,ELECTRICITY,GERMANY,9,7,2.6517563802569697
4,ELECTRICITY,GERMANY,9,8,2.6485189256250834
4,ELECTRICITY,GERMANY,9,9,2.7021770253614363
4,ELECTRICITY,GERMANY,9,10,2.6937946069433707
4,ELECTRICITY,GERMANY,9,11,2.465745470176202
4,ELECTRICITY,GERMANY,9,12,2.717536678539844
4,ELECTRICITY,GERMANY,10,1,2.7724694015625744
4,ELECTRICITY,GERMANY,10,2,2.704104450504559
4,ELECTRICITY,GERMANY,10,3,2.7150095608435834
4,ELECTRICITY,GERMANY,10,4,2.680313695379766
4,ELECTRICITY,GERMANY,10,5,2.704082321628036
4,ELECTRICITY,GERMANY,10,6,2.6506344462184472
4,ELECTRICITY,GERMANY,10,7,2.680391146447519
4,ELECTRICITY,GERMANY,10,8,2.6776980621775124
4,ELECTRICITY,GERMANY,10,9,2.7314114841051236
4,ELECTRICITY,GERMANY,10,10,2.720046093134897
4,ELECTRICITY,GERMANY,10,11,2.5011184792608816
4,ELECTRICITY,GERMANY,10,12,2.726890554636242
4,ELECTRICITY,GERMANY,11,1,2.79866335267522
4,ELECTRICITY,GERMANY,11,2,2.710271768385013
4,ELECTRICITY,GERMANY,11,3,2.7093158009202227
4,ELECTRICITY,GERMANY,11,4,2.676536296161288
4,ELECTRICITY,GERMANY,11,5,2.699583521035663
4,ELECTRICITY,GERMANY,11,6,2.662913759788097
4,ELECTRICITY,GERMANY,11,7,2.6432256983663507
4,ELECTRICITY,GERMANY,11,8,2.6574412886297267
4,ELECTRICITY,GERMANY,11,9,2.7214247221408243
4,ELECTRICITY,GERMANY,11,10,2.7133742368702514
4,ELECTRICITY,GERMANY,11,11,2.517538105623629
4,ELECTRICITY,GERMANY,11,12,2.7356159706400405
4,ELECTRICITY,GERMANY,12,1,2.790019813514448
4,ELECTRICITY,GERMANY,12,2,2.7055118470499195
4,ELECTRICITY,GERMANY,12,3,2.6759697969228995
4,ELECTRICITY,GERMANY,12,4,2.6683176314293036
4,ELECTRICITY,GERMANY,12,5,2.67128953954321
4,ELECTRICITY,GERMANY,12,6,2.6520905262921133
4,ELECTRICITY,GERMANY,12,7,2.6315106711474385
4,ELECTRICITY,GERMANY,12,8,2.6250025685689025
4,ELECTRICITY,GERMANY,12,9,2.7118916021447745
4,ELECTRICITY,GERMANY,12,10,2.705392351116828
4,ELECTRICITY,GERMANY,12,11,2.5102687696934964
4,ELECTRICITY,GERMANY,12,12,2.7365785767677977
4,ELECTRICITY,GERMANY,13,1,2.782026863322784
4,ELECTRICITY,GERMANY,13,2,2.6985434638401813
4,ELECTRICITY,GERMANY,13,3,2.6449428991827375
4,ELECTRICITY,GERMANY,13,4,2.6493974420221065
4,ELECTRICITY,GERMANY,13,5,2.6475917256997406
4,ELECTRICITY,GERMANY,13,6,2.6295677557907595
4,ELECTRICITY,GERMANY,13,7,2.6259430458201365
4,ELECTRICITY,GERMANY,13,8,2.5948829547652252
4,ELECTRICITY,GERMANY,13,9,2.690862530807152
4,ELECTRICITY,GERMANY,13,10,2.678401760450214
4,ELECTRICITY,GERMANY,13,11,2.4713839079083044
4,ELECTRICITY,GERMANY,13,12,2.7126019390804146
4,ELECTRICITY,GERMANY,14,1,2.7627681021051274
4,ELECTRICITY,GERMANY,14,2,2.680647841414924
4,ELECTRICITY,GERMANY,14,3,2.611636727163088
4,ELECTRICITY,GERMANY,14,4,2.6278018714460956
4,ELECTRICITY,GERMANY,14,5,2.631636805743497
4,ELECTRICITY,GERMANY,14,6,2.6192888926566837
4,ELECTRICITY,GERMANY,14,7,2.6095167807944364
4,ELECTRICITY,GERMANY,14,8,2.572329203836773
4,ELECTRICITY,GERMANY,14,9,2.6842216549696047
4,ELECTRICITY,GERMANY,14,10,2.65478361056212
4,ELECTRICITY,GERMANY,14,11,2.4453160913917174
4,ELECTRICITY,GERMANY,14,12,2.699590159698616
4,ELECTRICITY,GERMANY,15,1,2.7540603892025075
4,ELECTRICITY,GERMANY,15,2,2.6641883830744746
4,ELECTRICITY,GERMANY,15,3,2.6057703620030424
4,ELECTRICITY,GERMANY,15,4,2.6065006149275405
4,ELECTRICITY,GERMANY,15,5,2.6141682706346643
4,ELECTRICITY,GERMANY,15,6,2.5905899527242724
4,ELECTRICITY,GERMANY,15,7,2.5878858040160253
4,ELECTRICITY,GERMANY,15,8,2.5532651767323102
4,ELECTRICITY,GERMANY,15,9,2.664774798301721
4,ELECTRICITY,GERMANY,15,10,2.619187099824785
4,ELECTRICITY,GERMANY,15,11,2.4359356606435085
4,ELECTRICITY,GERMANY,15,12,2.690787292627064
4,ELECTRICITY,GERMANY,16,1,2.750710077300468
4,ELECTRICITY,GERMANY,16,2,2.6560294663090502
4,ELECTRICITY,GERMANY,16,3,2.607777451101555
4,ELECTRICITY,GERMANY,16,4,2.599859739089979
4,ELECTRICITY,GERMANY,16,5,2.602858201855682
4,ELECTRICITY,GERMANY,16,6,2.578733300695774
4,ELECTRICITY,GERMANY,16,7,2.581262631279685
4,ELECTRICITY,GERMANY,16,8,2.5473788955834067
4,ELECTRICITY,GERMANY,16,9,2.6579701687780783
4,ELECTRICITY,GERMANY,16,10,2.6269432710379164
4,ELECTRICITY,GERMANY,16,11,2.444705334400325
4,ELECTRICITY,GERMANY,16,12,2.69067222246926
4,ELECTRICITY,GERMANY,17,1,2.7889642661054097
4,ELECTRICITY,GERMANY,17,2,2.7100062218670047
4,ELECTRICITY,GERMANY,17,3,2.6524932718444205
4,ELECTRICITY,GERMANY,17,4,2.5986205220060157
4,ELECTRICITY,GERMANY,17,5,2.580742602681937
4,ELECTRICITY,GERMANY,17,6,2.575332092377778
4,ELECTRICITY,GERMANY,17,7,2.5664916062161467
4,ELECTRICITY,GERMANY,17,8,2.551461673297595
4,ELECTRICITY,GERMANY,17,9,2.6426525604650095
4,ELECTRICITY,GERMANY,17,10,2.629541201138977
4,ELECTRICITY,GERMANY,17,11,2.5159182718638533
4,ELECTRICITY,GERMANY,17,12,2.726275371869562
4,ELECTRICITY,GERMANY,18,1,2.7741246415247502
4,ELECTRICITY,GERMANY,18,2,2.7219934342668637
4,ELECTRICITY,GERMANY,18,3,2.719315840210413
4,ELECTRICITY,GERMANY,18,4,2.605487112383841
4,ELECTRICITY,GERMANY,18,5,2.5691337940702255
4,ELECTRICITY,GERMANY,18,6,2.56983085367996
4,ELECTRICITY,GERMANY,18,7,2.553847166184255
4,ELECTRICITY,GERMANY,18,8,2.5385848800624444
4,ELECTRICITY,GERMANY,18,9,2.622150156388088
4,ELECTRICITY,GERMANY,18,10,2.653015513329791
4,ELECTRICITY,GERMANY,18,11,2.509337143992866
4,ELECTRICITY,GERMANY,18,12,2.734283812274782
4,ELECTRICITY,GERMANY,19,1,2.7417124761157083
4,ELECTRICITY,GERMANY,19,2,2.7041464953698977
4,ELECTRICITY,GERMANY,19,3,2.704394338786699
4,ELECTRICITY,GERMANY,19,4,2.600134137158591
4,ELECTRICITY,GERMANY,19,5,2.5424640721128355
4,ELECTRICITY,GERMANY,19,6,2.54120493904
4,ELECTRICITY,GERMANY,19,7,2.5190472950009024
4,ELECTRICITY,GERMANY,19,8,2.4979208566066973
4,ELECTRICITY,GERMANY,19,9,2.6041947859962704
4,ELECTRICITY,GERMANY,19,10,2.602433327426894
4,ELECTRICITY,GERMANY,19,11,2.474236320089119
4,ELECTRICITY,GERMANY,19,12,2.6941575205179475
4,ELECTRICITY,GERMANY,20,1,2.6755272193929045
4,ELECTRICITY,GERMANY,20,2,2.649426209561554
4,ELECTRICITY,GERMANY,20,3,2.6423405433063607
4,ELECTRICITY,GERMANY,20,4,2.552539349583128
4,ELECTRICITY,GERMANY,20,5,2.5310942553673215
4,ELECTRICITY,GERMANY,20,6,2.509872662804156
4,ELECTRICITY,GERMANY,20,7,2.496672787972102
4,ELECTRICITY,GERMANY,20,8,2.469319283730883
4,ELECTRICITY,GERMANY,20,9,2.5600078454017705
4,ELECTRICITY,GERMANY,20,10,2.529892657373381
4,ELECTRICITY,GERMANY,20,11,2.4005405226823058
4,ELECTRICITY,GERMANY,20,12,2.638111715007284
4,ELECTRICITY,GERMANY,21,1,2.6137942926218187
4,ELECTRICITY,GERMANY,21,2,2.593692421209525
4,ELECTRICITY,GERMANY,21,3,2.582647898948565
4,ELECTRICITY,GERMANY,21,4,2.494966651593984
4,ELECTRICITY,GERMANY,21,5,2.4768342501901657
4,ELECTRICITY,GERMANY,21,6,2.46009375511818
4,ELECTRICITY,GERMANY,21,7,2.4227601275756143
4,ELECTRICITY,GERMANY,21,8,2.402540973117894
4,ELECTRICITY,GERMANY,21,9,2.478653243838437
4,ELECTRICITY,GERMANY,21,10,2.4811250393434534
4,ELECTRICITY,GERMANY,21,11,2.3644638153249247
4,ELECTRICITY,GERMANY,21,12,2.5673192261972417
4,ELECTRICITY,GERMANY,22,1,2.5712293986747454
4,ELECTRICITY,GERMANY,22,2,2.5695343267348534
4,ELECTRICITY,GERMANY,22,3,2.5440551383331638
4,ELECTRICITY,GERMANY,22,4,2.4216094259976444
4,ELECTRICITY,GERMANY,22,5,2.407356216644203
4,ELECTRICITY,GERMANY,22,6,2.3907484948312145
4,ELECTRICITY,GERMANY,22,7,2.3387876799223832
4,ELECTRICITY,GERMANY,22,8,2.328701338013836
4,ELECTRICITY,GERMANY,22,9,2.401883745485847
4,ELECTRICITY,GERMANY,22,10,2.409467311462265
4,ELECTRICITY,GERMANY,22,11,2.354775793193383
4,ELECTRICITY,GERMANY,22,12,2.5182130363568547
4,ELECTRICITY,GERMANY,23,1,2.50325612873074
4,ELECTRICITY,GERMANY,23,2,2.5139156085406427
4,ELECTRICITY,GERMANY,23,3,2.4689984150216446
4,ELECTRICITY,GERMANY,23,4,2.3681150799473727
4,ELECTRICITY,GERMANY,23,5,2.3649108186302215
4,ELECTRICITY,GERMANY,23,6,2.332896972998178
4,ELECTRICITY,GERMANY,23,7,2.291469503303169
4,ELECTRICITY,GERMANY,23,8,2.2857823820427683
4,ELECTRICITY,GERMANY,23,9,2.349325450911522
4,ELECTRICITY,GERMANY,23,10,2.3647537036070787
4,ELECTRICITY,GERMANY,23,11,2.3100754626640807
4,ELECTRICITY,GERMANY,23,12,2.4555683998739966
4,ELECTRICITY,GERMANY,24,1,2.454178706429829
4,ELECTRICITY,GERMANY,24,2,2.467911887185508
4,ELECTRICITY,GERMANY,24,3,2.3993190086995355
4,ELECTRICITY,GERMANY,24,4,2.3319587086345948
4,ELECTRICITY,GERMANY,24,5,2.3215736268933043
4,ELECTRICITY,GERMANY,24,6,2.3038218421652843
4,ELECTRICITY,GERMANY,24,7,2.2599801120441754
4,ELECTRICITY,GERMANY,24,8,2.2483735163201004
4,ELECTRICITY,GERMANY,24,9,2.3171456387057248
4,ELECTRICITY,GERMANY,24,10,2.3213412736900594
4,ELECTRICITY,GERMANY,24,11,2.281777055396333
4,ELECTRICITY,GERMANY,24,12,2.3911888594735586
4,HEAT_HIGH_T,GERMANY,1,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,1,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,2,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,3,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,4,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,5,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,6,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,7,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,8,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,9,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,10,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,11,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,12,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,13,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,14,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,15,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,16,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,17,12,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,1,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,2,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,3,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,4,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,5,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,6,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,7,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,8,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,9,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,10,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,11,0.8869863013698627
4,HEAT_HIGH_T,GERMANY,18,12,0.8869863013698627
